user_id,gender,age,total,nb_tshirts,age_buckets,expenditure_buckets
2d81940c82,M,46.1758241758,23.9,1.0,40 to 60,0 to 100
2d837de0cf,F,32.7747252747,19.9,1.0,30 to 40,0 to 100
2d875a75ce,M,54.7252747253,16.7,1.0,40 to 60,0 to 100
2d8862bb25,,26.532967033,19.9,1.0,20 to 30,0 to 100
2d8bcdaa3f,,21.9587912088,19.9,1.0,20 to 30,0 to 100
2d8fe1c622,M,59.1868131868,19.9,1.0,40 to 60,0 to 100
2d904814a1,M,51.9615384615,19.9,1.0,40 to 60,0 to 100
2d93722b97,F,44.3214285714,33.4,2.0,40 to 60,0 to 100
2d942a7f53,,54.5,32.0,1.0,40 to 60,0 to 100
2d97100149,M,57.2884615385,16.7,1.0,40 to 60,0 to 100
2d972ebe13,F,26.5384615385,16.7,1.0,20 to 30,0 to 100
2da2f46d79,F,56.2774725275,23.9,1.0,40 to 60,0 to 100
2da887e578,M,34.4835164835,33.4,2.0,30 to 40,0 to 100
2db470906b,,35.9532967033,19.9,1.0,30 to 40,0 to 100
2db62e8bc1,M,24.6620879121,16.7,1.0,20 to 30,0 to 100
2db9cd9e35,M,34.7582417582,19.9,1.0,30 to 40,0 to 100
2dbe7dd26e,M,19.9148351648,19.9,1.0,0 to 20,0 to 100
2dbfab240e,M,59.4697802198,16.7,1.0,40 to 60,0 to 100
2dc633c8af,F,42.2115384615,50.1,3.0,40 to 60,0 to 100
2dc831f51d,M,40.1291208791,19.9,1.0,40 to 60,0 to 100
2dc9845654,,41.5082417582,25.0,1.0,40 to 60,0 to 100
2dd0e6a117,F,113.423076923,16.7,1.0,60 and above,0 to 100
2dd422dbea,F,19.8901098901,33.4,2.0,0 to 20,0 to 100
2dd5b87323,F,27.6758241758,16.7,1.0,20 to 30,0 to 100
2dd7e7a64f,F,42.1978021978,23.9,1.0,40 to 60,0 to 100
2dd8085cce,M,113.423076923,16.7,1.0,60 and above,0 to 100
2dd909bcf2,,35.5714285714,19.9,1.0,30 to 40,0 to 100
2dd918363d,M,23.6071428571,33.4,2.0,20 to 30,0 to 100
2ddc5a6c76,F,24.1813186813,16.7,1.0,20 to 30,0 to 100
2ddf73bf29,M,53.1593406593,16.7,1.0,40 to 60,0 to 100
2de3fbfeb9,M,50.0164835165,16.7,1.0,40 to 60,0 to 100
2de5e6d841,F,37.1565934066,19.9,1.0,30 to 40,0 to 100
2debec1540,,113.423076923,19.9,1.0,60 and above,0 to 100
2df0eabcd2,F,29.4258241758,16.7,1.0,20 to 30,0 to 100
2df19f279e,M,18.2472527473,16.7,1.0,0 to 20,0 to 100
2df2766c7b,M,32.5357142857,23.9,1.0,30 to 40,0 to 100
2df475b6a3,F,36.4505494505,16.7,1.0,30 to 40,0 to 100
2df762c0a6,F,59.7087912088,16.7,1.0,40 to 60,0 to 100
2df8d848a0,M,22.1291208791,16.7,1.0,20 to 30,0 to 100
2dfb284a6d,F,43.8901098901,16.7,1.0,40 to 60,0 to 100
2dfca184e2,M,55.5164835165,16.7,1.0,40 to 60,0 to 100
2dfe2aa97e,M,29.3873626374,16.7,1.0,20 to 30,0 to 100
2e00504697,M,23.293956044,19.9,1.0,20 to 30,0 to 100
2e0cfabea6,,113.423076923,19.9,1.0,60 and above,0 to 100
2e19466dc7,M,59.5054945055,25.0,1.0,40 to 60,0 to 100
2e1b96bf0d,M,20.793956044,23.9,1.0,20 to 30,0 to 100
2e229fe2b8,,22.2225274725,25.0,1.0,20 to 30,0 to 100
2e28e36468,,43.6263736264,64.0,2.0,40 to 60,0 to 100
2e2f03cec6,M,113.423076923,16.7,1.0,60 and above,0 to 100
2e2f7f2a23,M,32.7884615385,33.4,2.0,30 to 40,0 to 100
2e31bd2957,F,25.2142857143,19.9,1.0,20 to 30,0 to 100
2e3465fc88,F,49.8791208791,33.4,2.0,40 to 60,0 to 100
2e34da29c3,M,27.6923076923,16.7,1.0,20 to 30,0 to 100
2e3d5f83f3,F,20.1483516484,16.7,1.0,20 to 30,0 to 100
2e3e0573cb,,113.423076923,39.8,2.0,60 and above,0 to 100
2e4158ec52,M,18.6950549451,16.7,1.0,0 to 20,0 to 100
2e42d0ada4,M,113.423076923,19.9,1.0,60 and above,0 to 100
2e4b52144b,,63.456043956,39.8,2.0,60 and above,0 to 100
2e4c8b9f24,F,113.423076923,16.7,1.0,60 and above,0 to 100
2e4d29df6c,,34.2335164835,25.0,1.0,30 to 40,0 to 100
2e4ff47876,M,113.423076923,16.7,1.0,60 and above,0 to 100
2e5483164a,M,25.4285714286,19.9,1.0,20 to 30,0 to 100
2e57432ab0,F,52.2417582418,16.7,1.0,40 to 60,0 to 100
2e57f00ac0,M,37.8489010989,23.9,1.0,30 to 40,0 to 100
2e583774b7,,34.5851648352,23.9,1.0,30 to 40,0 to 100
2e5837e3cd,M,40.3159340659,19.9,1.0,40 to 60,0 to 100
2e5841959e,F,22.1043956044,23.9,1.0,20 to 30,0 to 100
2e5c920bb0,F,31.6758241758,19.9,1.0,30 to 40,0 to 100
2e5ddd0863,M,29.0494505495,16.7,1.0,20 to 30,0 to 100
2e60aadf81,F,22.2527472527,19.9,1.0,20 to 30,0 to 100
2e615585ce,F,22.3406593407,16.7,1.0,20 to 30,0 to 100
2e617dda9a,F,28.2472527473,16.7,1.0,20 to 30,0 to 100
2e6185c324,F,28.5604395604,16.7,1.0,20 to 30,0 to 100
2e64ee0b63,M,51.8296703297,16.7,1.0,40 to 60,0 to 100
2e6885bafc,M,33.2362637363,16.7,1.0,30 to 40,0 to 100
2e69759963,F,113.423076923,19.9,1.0,60 and above,0 to 100
2e6ae409be,F,32.0631868132,16.7,1.0,30 to 40,0 to 100
2e6e525fe0,F,40.2527472527,16.7,1.0,40 to 60,0 to 100
2e6ebde28c,,37.4203296703,25.0,1.0,30 to 40,0 to 100
2e72346577,M,28.7527472527,19.9,1.0,20 to 30,0 to 100
2e775ab78a,F,29.5604395604,47.8,2.0,20 to 30,0 to 100
2e782fd7b9,,34.9615384615,19.9,1.0,30 to 40,0 to 100
2e796ba0dd,M,18.3296703297,40.6,2.0,0 to 20,0 to 100
2e79f9b359,M,39.6318681319,50.1,3.0,30 to 40,0 to 100
2e7fa70030,M,26.3928571429,16.7,1.0,20 to 30,0 to 100
2e8108f338,,27.5494505495,23.9,1.0,20 to 30,0 to 100
2e8457587c,F,113.423076923,23.9,1.0,60 and above,0 to 100
2e85fbd681,F,26.8681318681,50.1,3.0,20 to 30,0 to 100
2e86a39060,M,113.423076923,19.9,1.0,60 and above,0 to 100
2e9556e64f,F,49.0274725275,33.4,2.0,40 to 60,0 to 100
2e960d5723,,30.0631868132,23.9,1.0,30 to 40,0 to 100
2e9714a1cd,M,49.9697802198,39.8,2.0,40 to 60,0 to 100
2e9cd3871e,M,80.0906593407,19.9,1.0,60 and above,0 to 100
2e9dbe5c53,F,24.0192307692,19.9,1.0,20 to 30,0 to 100
2e9efeee4f,F,28.4395604396,33.4,2.0,20 to 30,0 to 100
2e9f8d84c3,M,27.9203296703,33.4,2.0,20 to 30,0 to 100
2ea3257f03,M,29.7802197802,16.7,1.0,20 to 30,0 to 100
2ea96b2e3d,M,113.423076923,19.9,1.0,60 and above,0 to 100
2eac7af637,M,64.5989010989,19.9,1.0,60 and above,0 to 100
2ead9bd16f,M,36.9368131868,23.9,1.0,30 to 40,0 to 100
2eaf0f3e16,M,74.5274725275,39.8,2.0,60 and above,0 to 100
2eb0a7e6a0,F,45.8076923077,16.7,1.0,40 to 60,0 to 100
2eb2817bbb,M,36.3076923077,19.9,1.0,30 to 40,0 to 100
2eb437e339,M,22.2252747253,19.9,1.0,20 to 30,0 to 100
2eb521f070,M,46.3076923077,16.7,1.0,40 to 60,0 to 100
2eba74b7ae,,23.7362637363,25.0,1.0,20 to 30,0 to 100
2ebb683400,F,23.2912087912,16.7,1.0,20 to 30,0 to 100
2ebcc95beb,,41.4368131868,25.0,1.0,40 to 60,0 to 100
2ebd5e7a20,M,67.1510989011,19.9,1.0,60 and above,0 to 100
2ebf7ed92e,M,45.2005494505,19.9,1.0,40 to 60,0 to 100
2ec05d5a47,,53.7774725275,25.0,1.0,40 to 60,0 to 100
2ec14341b0,,49.7225274725,19.9,1.0,40 to 60,0 to 100
2ec186bd3e,M,28.9917582418,23.9,1.0,20 to 30,0 to 100
2eca583f66,,47.7197802198,19.9,1.0,40 to 60,0 to 100
2ecb1d4ea3,F,17.967032967,33.4,2.0,0 to 20,0 to 100
2ecb3127b1,,31.2005494505,23.9,1.0,30 to 40,0 to 100
2ece34e4e5,M,24.8269230769,19.9,1.0,20 to 30,0 to 100
2ece8a0636,,55.456043956,71.7,3.0,40 to 60,0 to 100
2ed0beb3e1,,44.9203296703,19.9,1.0,40 to 60,0 to 100
2ed1a3b0ee,M,62.6153846154,33.4,2.0,60 and above,0 to 100
2ed1bdc981,M,37.5879120879,47.8,2.0,30 to 40,0 to 100
2ed3993f75,M,113.423076923,47.8,2.0,60 and above,0 to 100
2ed4f83b8d,M,32.1456043956,23.9,1.0,30 to 40,0 to 100
2ed62c3ebb,M,34.5274725275,19.9,1.0,30 to 40,0 to 100
2edab6d187,,28.4065934066,25.0,1.0,20 to 30,0 to 100
2ee269c377,M,32.9010989011,23.9,1.0,30 to 40,0 to 100
2ee29d2099,F,50.2967032967,16.7,1.0,40 to 60,0 to 100
2ee2b9f601,,36.8873626374,19.9,1.0,30 to 40,0 to 100
2ee3ebf683,M,33.4642857143,16.7,1.0,30 to 40,0 to 100
2ee527c044,,113.423076923,19.9,1.0,60 and above,0 to 100
2ee89e8ee8,F,31.793956044,33.4,2.0,30 to 40,0 to 100
2ee98c27bf,,30.8324175824,47.8,2.0,30 to 40,0 to 100
2eea30933a,,38.2994505495,25.0,1.0,30 to 40,0 to 100
2eeb538c39,F,20.7994505495,33.4,2.0,20 to 30,0 to 100
2eeed7acdf,,54.4752747253,19.9,1.0,40 to 60,0 to 100
2ef49c9b82,M,27.9532967033,23.9,1.0,20 to 30,0 to 100
2ef706ab0a,M,45.9010989011,23.9,1.0,40 to 60,0 to 100
2ef82b9359,M,45.0906593407,23.9,1.0,40 to 60,0 to 100
2ef96d6751,F,29.7032967033,23.9,1.0,20 to 30,0 to 100
2ef99ffea6,F,26.521978022,16.7,1.0,20 to 30,0 to 100
2efa0a9c0b,M,39.3846153846,19.9,1.0,30 to 40,0 to 100
2efe6edcac,,29.7225274725,19.9,1.0,20 to 30,0 to 100
2eff98f22b,M,47.0824175824,16.7,1.0,40 to 60,0 to 100
2f00ec9dba,F,65.9917582418,19.9,1.0,60 and above,0 to 100
2f0773812e,,65.8516483516,19.9,1.0,60 and above,0 to 100
2f08f1580a,,48.0274725275,50.0,2.0,40 to 60,0 to 100
2f0a1ec787,M,49.8296703297,33.4,2.0,40 to 60,0 to 100
2f0a73204d,F,50.4395604396,19.9,1.0,40 to 60,0 to 100
2f0b043894,M,28.467032967,16.7,1.0,20 to 30,0 to 100
2f0b223e3f,M,32.4807692308,19.9,1.0,30 to 40,0 to 100
2f0b431d4a,,113.423076923,19.9,1.0,60 and above,0 to 100
2f0cbade49,,24.771978022,23.9,1.0,20 to 30,0 to 100
2f0e0d021d,M,113.423076923,19.9,1.0,60 and above,0 to 100
2f12217838,M,23.3653846154,16.7,1.0,20 to 30,0 to 100
2f17fa622e,F,31.2445054945,16.7,1.0,30 to 40,0 to 100
2f19b0301e,,27.9532967033,25.0,1.0,20 to 30,0 to 100
2f1a0446cf,,55.4395604396,79.6,4.0,40 to 60,0 to 100
2f1b46a7ac,M,65.2252747253,19.9,1.0,60 and above,0 to 100
2f1c0969c0,,113.423076923,19.9,1.0,60 and above,0 to 100
2f1cd758c4,,39.7445054945,25.0,1.0,30 to 40,0 to 100
2f1d44831e,F,48.0714285714,16.7,1.0,40 to 60,0 to 100
2f1fc484b2,M,33.1868131868,16.7,1.0,30 to 40,0 to 100
2f209c188a,M,34.2087912088,19.9,1.0,30 to 40,0 to 100
2f2816a377,,34.2664835165,19.9,1.0,30 to 40,0 to 100
2f29a92add,M,45.7307692308,23.9,1.0,40 to 60,0 to 100
2f29d7822b,M,28.1071428571,19.9,1.0,20 to 30,0 to 100
2f2afbb7c0,M,29.9285714286,16.7,1.0,20 to 30,0 to 100
2f2f3f615c,,52.4065934066,19.9,1.0,40 to 60,0 to 100
2f32a701b6,,40.8434065934,25.0,1.0,40 to 60,0 to 100
2f38ca1e49,M,24.2005494505,16.7,1.0,20 to 30,0 to 100
2f39d78583,,32.9478021978,19.9,1.0,30 to 40,0 to 100
2f401928cf,M,35.8708791209,19.9,1.0,30 to 40,0 to 100
2f407e491a,,25.4230769231,19.9,1.0,20 to 30,0 to 100
2f438f29de,M,24.771978022,16.7,1.0,20 to 30,0 to 100
2f44278b21,,30.1126373626,19.9,1.0,30 to 40,0 to 100
2f455ab7a1,M,25.5,47.8,2.0,20 to 30,0 to 100
2f47cdc0b0,M,24.7225274725,19.9,1.0,20 to 30,0 to 100
2f48016b30,F,57.282967033,19.9,1.0,40 to 60,0 to 100
2f4c679aa3,F,66.521978022,16.7,1.0,60 and above,0 to 100
2f532f7fd6,F,61.6483516484,19.9,1.0,60 and above,0 to 100
2f543f734a,F,18.6181318681,16.7,1.0,0 to 20,0 to 100
2f54e52eb7,F,113.423076923,16.7,1.0,60 and above,0 to 100
2f57f8a403,F,31.8791208791,16.7,1.0,30 to 40,0 to 100
2f58099bce,,27.521978022,23.9,1.0,20 to 30,0 to 100
2f58b9e596,F,46.2554945055,19.9,1.0,40 to 60,0 to 100
2f626b55d0,M,113.423076923,39.8,2.0,60 and above,0 to 100
2f6450f001,,113.423076923,19.9,1.0,60 and above,0 to 100
2f662afe01,,57.0521978022,19.9,1.0,40 to 60,0 to 100
2f66863599,F,39.1730769231,83.5,5.0,30 to 40,0 to 100
2f677a271a,,65.2472527473,32.0,1.0,60 and above,0 to 100
2f6f10694d,,48.0247252747,75.0,3.0,40 to 60,0 to 100
2f71fdb456,,81.0631868132,32.0,1.0,60 and above,0 to 100
2f7254b6c3,,26.1098901099,32.0,1.0,20 to 30,0 to 100
2f7c85b401,,19.4450549451,25.0,1.0,0 to 20,0 to 100
2f7ed3c266,M,23.0714285714,25.0,1.0,20 to 30,0 to 100
2f819d21ff,F,48.8269230769,19.9,1.0,40 to 60,0 to 100
2f81b7c53f,,53.8131868132,23.9,1.0,40 to 60,0 to 100
2f82173083,,61.3681318681,19.9,1.0,60 and above,0 to 100
2f829116d8,M,42.8489010989,19.9,1.0,40 to 60,0 to 100
2f84bec477,,27.0274725275,25.0,1.0,20 to 30,0 to 100
2f857afec7,F,113.423076923,83.5,5.0,60 and above,0 to 100
2f87bd496d,,36.5989010989,32.0,1.0,30 to 40,0 to 100
2f88f666fb,F,113.423076923,23.9,1.0,60 and above,0 to 100
2f8b3dcb8f,F,34.9423076923,19.9,1.0,30 to 40,0 to 100
2f92d03c15,,67.5192307692,23.9,1.0,60 and above,0 to 100
2f93e16fd7,M,113.423076923,19.9,1.0,60 and above,0 to 100
2f94d22118,M,25.4065934066,19.9,1.0,20 to 30,0 to 100
2f96c20720,,29.1181318681,19.9,1.0,20 to 30,0 to 100
2f96ca79fa,M,18.5769230769,16.7,1.0,0 to 20,0 to 100
2f9e282e6a,M,26.9395604396,16.7,1.0,20 to 30,0 to 100
2fa4525f85,,38.6648351648,19.9,1.0,30 to 40,0 to 100
2fa539b6c6,F,22.4285714286,16.7,1.0,20 to 30,0 to 100
2fa5da8063,F,33.3928571429,19.9,1.0,30 to 40,0 to 100
2fa71ab339,,25.0576923077,19.9,1.0,20 to 30,0 to 100
2fa72c67d0,,40.5164835165,25.0,1.0,40 to 60,0 to 100
2fa8e462a5,M,33.1895604396,19.9,1.0,30 to 40,0 to 100
2fab4a0238,F,23.4148351648,16.7,1.0,20 to 30,0 to 100
2fabf062ac,M,25.4725274725,23.9,1.0,20 to 30,0 to 100
2fac16fe24,M,36.6730769231,19.9,1.0,30 to 40,0 to 100
2fb214bdb0,M,26.1648351648,19.9,1.0,20 to 30,0 to 100
2fb2b7d51c,M,113.423076923,23.9,1.0,60 and above,0 to 100
2fbe5eb965,,25.0384615385,25.0,1.0,20 to 30,0 to 100
2fc5172853,,26.739010989,23.9,1.0,20 to 30,0 to 100
2fc5e5a4bf,M,26.260989011,16.7,1.0,20 to 30,0 to 100
2fcd8b3ea8,,24.8351648352,23.9,1.0,20 to 30,0 to 100
2fce0becee,F,28.7664835165,19.9,1.0,20 to 30,0 to 100
2fd2e4c5b2,M,35.3351648352,23.9,1.0,30 to 40,0 to 100
2fd3116c44,F,27.0494505495,16.7,1.0,20 to 30,0 to 100
2fd35e974e,F,113.423076923,16.7,1.0,60 and above,0 to 100
2fd77daec2,M,113.423076923,19.9,1.0,60 and above,0 to 100
2fd7e0e068,M,26.75,19.9,1.0,20 to 30,0 to 100
2fd9ba72ee,M,113.423076923,16.7,1.0,60 and above,0 to 100
2fda5902f3,M,48.1565934066,16.7,1.0,40 to 60,0 to 100
2fe2be1ea1,M,57.8489010989,19.9,1.0,40 to 60,0 to 100
2fe3d7b9a1,,27.0549450549,23.9,1.0,20 to 30,0 to 100
2fe5c1bcc5,F,18.7417582418,16.7,1.0,0 to 20,0 to 100
2fe9fe647d,F,38.8214285714,16.7,1.0,30 to 40,0 to 100
2fee7d2d77,M,113.423076923,19.9,1.0,60 and above,0 to 100
2ff0c82897,M,23.5631868132,25.0,1.0,20 to 30,0 to 100
2ff1c53f7b,F,26.8489010989,23.9,1.0,20 to 30,0 to 100
2ff27f3022,M,33.9505494505,16.7,1.0,30 to 40,0 to 100
2ff3add33b,M,113.423076923,16.7,1.0,60 and above,0 to 100
2ff58802e6,F,50.2637362637,16.7,1.0,40 to 60,0 to 100
2ff5f64032,M,25.043956044,16.7,1.0,20 to 30,0 to 100
2ff6fd007e,M,46.9642857143,19.9,1.0,40 to 60,0 to 100
2ff945c62d,,28.3131868132,39.9,1.0,20 to 30,0 to 100
3002ec69d7,M,19.271978022,16.7,1.0,0 to 20,0 to 100
3003045e0b,,58.9835164835,19.9,1.0,40 to 60,0 to 100
30040ad7c5,,39.9120879121,32.0,1.0,30 to 40,0 to 100
3004fda516,M,26.8324175824,19.9,1.0,20 to 30,0 to 100
300591f064,M,62.9038461538,16.7,1.0,60 and above,0 to 100
30059a90ca,M,113.423076923,39.8,2.0,60 and above,0 to 100
30060ecc63,F,113.423076923,19.9,1.0,60 and above,0 to 100
3007bee69d,M,43.3434065934,16.7,1.0,40 to 60,0 to 100
300e3aaf75,M,25.75,23.9,1.0,20 to 30,0 to 100
3013568959,,61.8021978022,100.0,4.0,60 and above,0 to 100
30160f1b0e,,23.5824175824,25.0,1.0,20 to 30,0 to 100
301804483,M,57.2774725275,25.0,1.0,40 to 60,0 to 100
301e470e42,M,35.5879120879,39.8,2.0,30 to 40,0 to 100
302151233a,M,113.423076923,19.9,1.0,60 and above,0 to 100
302257c0a3,F,29.6071428571,16.7,1.0,20 to 30,0 to 100
302766ed3c,,33.0659340659,25.0,1.0,30 to 40,0 to 100
303149272d,M,32.0412087912,16.7,1.0,30 to 40,0 to 100
3037b7230c,M,113.423076923,16.7,1.0,60 and above,0 to 100
30381a6415,M,20.2362637363,16.7,1.0,20 to 30,0 to 100
303f75459c,M,28.5467032967,16.7,1.0,20 to 30,0 to 100
304024185a,,48.5659340659,19.9,1.0,40 to 60,0 to 100
3040ab594f,M,113.423076923,19.9,1.0,60 and above,0 to 100
304169230b,M,37.021978022,16.7,1.0,30 to 40,0 to 100
3041e54c30,,37.5961538462,25.0,1.0,30 to 40,0 to 100
304329a481,F,32.5494505495,16.7,1.0,30 to 40,0 to 100
3044ad57d2,M,20.2857142857,19.9,1.0,20 to 30,0 to 100
30455f84ba,M,37.6483516484,19.9,1.0,30 to 40,0 to 100
3045e8294d,,57.8516483516,25.0,1.0,40 to 60,0 to 100
30487c3fd3,M,113.423076923,19.9,1.0,60 and above,0 to 100
304ba51889,M,31.5467032967,59.7,3.0,30 to 40,0 to 100
304c22ec40,M,20.7857142857,16.7,1.0,20 to 30,0 to 100
304c6e61a4,F,55.9258241758,19.9,1.0,40 to 60,0 to 100
304f34aca8,F,28.0879120879,19.9,1.0,20 to 30,0 to 100
3054dd4618,M,22.9505494505,19.9,1.0,20 to 30,0 to 100
30557a8657,F,40.7527472527,19.9,1.0,40 to 60,0 to 100
30567f42f5,M,28.0714285714,23.9,1.0,20 to 30,0 to 100
3057b52985,F,31.4230769231,33.4,2.0,30 to 40,0 to 100
3059289d7a,,43.1208791209,19.9,1.0,40 to 60,0 to 100
305b680568,,36.1428571429,47.8,2.0,30 to 40,0 to 100
305e0f5593,F,48.6153846154,33.4,2.0,40 to 60,0 to 100
306377ab38,,45.1401098901,19.9,1.0,40 to 60,0 to 100
3064622628,F,113.423076923,19.9,1.0,60 and above,0 to 100
30665301be,M,35.4917582418,16.7,1.0,30 to 40,0 to 100
30717ca253,M,113.423076923,19.9,1.0,60 and above,0 to 100
30731b791a,M,38.5604395604,19.9,1.0,30 to 40,0 to 100
3073a7c8c4,M,20.1758241758,23.9,1.0,20 to 30,0 to 100
3073b9cd6f,F,61.8131868132,23.9,1.0,60 and above,0 to 100
3074f266c3,M,50.0274725275,19.9,1.0,40 to 60,0 to 100
307587d6fa,M,41.0164835165,19.9,1.0,40 to 60,0 to 100
30759aa8b3,,59.2032967033,19.9,1.0,40 to 60,0 to 100
3077915079,,40.5357142857,19.9,1.0,40 to 60,0 to 100
30795f43bb,F,113.423076923,23.9,1.0,60 and above,0 to 100
307b7b45ce,,36.0,23.9,1.0,30 to 40,0 to 100
307de5a481,F,113.423076923,23.9,1.0,60 and above,0 to 100
3081aba3bb,M,113.423076923,19.9,1.0,60 and above,0 to 100
3082fba48e,,19.7005494505,19.9,1.0,0 to 20,0 to 100
3084636f00,,22.2142857143,25.0,1.0,20 to 30,0 to 100
308489da51,,27.0659340659,23.9,1.0,20 to 30,0 to 100
308a14728b,F,35.6236263736,16.7,1.0,30 to 40,0 to 100
308d113de1,M,30.489010989,16.7,1.0,30 to 40,0 to 100
308e408771,M,53.4285714286,16.7,1.0,40 to 60,0 to 100
308ec4e860,M,113.423076923,19.9,1.0,60 and above,0 to 100
3091777bb9,F,28.1565934066,19.9,1.0,20 to 30,0 to 100
3093369ea3,F,30.032967033,16.7,1.0,30 to 40,0 to 100
309381aa11,M,113.423076923,16.7,1.0,60 and above,0 to 100
3097d5dc68,,54.3818681319,32.0,1.0,40 to 60,0 to 100
30995f8898,M,113.423076923,33.4,2.0,60 and above,0 to 100
309f7d8fd8,M,68.4752747253,23.9,1.0,60 and above,0 to 100
30a2cabbb5,F,113.423076923,23.9,1.0,60 and above,0 to 100
30ab9b6747,M,13.1428571429,16.7,1.0,0 to 20,0 to 100
30ad9e76b9,F,66.1593406593,66.8,4.0,60 and above,0 to 100
30adaec1ee,M,113.423076923,33.4,2.0,60 and above,0 to 100
30ae2e57ac,F,25.0741758242,19.9,1.0,20 to 30,0 to 100
30ae7b26aa,F,30.0714285714,66.8,4.0,30 to 40,0 to 100
30b04863ab,F,23.1813186813,19.9,1.0,20 to 30,0 to 100
30b7565ec1,M,29.8379120879,16.7,1.0,20 to 30,0 to 100
30b801971e,F,113.423076923,59.7,3.0,60 and above,0 to 100
30b8f2eb22,M,22.4532967033,23.9,1.0,20 to 30,0 to 100
30b9cc4734,M,21.8049450549,16.7,1.0,20 to 30,0 to 100
30bc1a3577,M,113.423076923,19.9,1.0,60 and above,0 to 100
30bd8706fa,M,49.543956044,16.7,1.0,40 to 60,0 to 100
30bd8e167e,M,24.9065934066,19.9,1.0,20 to 30,0 to 100
30c2d38ad5,M,21.6291208791,19.9,1.0,20 to 30,0 to 100
30c886dedc,M,58.5879120879,33.4,2.0,40 to 60,0 to 100
30cb5c1bcc,M,58.8818681319,19.9,1.0,40 to 60,0 to 100
30cc171a95,,38.1565934066,50.0,2.0,30 to 40,0 to 100
30cc32541c,,29.6620879121,23.9,1.0,20 to 30,0 to 100
30cdae740a,F,30.9835164835,16.7,1.0,30 to 40,0 to 100
30cf1c844b,M,49.0357142857,19.9,1.0,40 to 60,0 to 100
30d10bd5f1,F,20.2747252747,16.7,1.0,20 to 30,0 to 100
30d2408046,M,25.1016483516,19.9,1.0,20 to 30,0 to 100
30d2e95590,,32.3708791209,39.8,2.0,30 to 40,0 to 100
30d5c18ad1,M,25.6675824176,16.7,1.0,20 to 30,0 to 100
30db9e1144,M,25.6043956044,19.9,1.0,20 to 30,0 to 100
30de69c3f3,F,113.423076923,23.9,1.0,60 and above,0 to 100
30df93ab6b,F,23.5961538462,39.8,2.0,20 to 30,0 to 100
30e2280923,M,23.5494505495,16.7,1.0,20 to 30,0 to 100
30e46c6df2,M,113.423076923,19.9,1.0,60 and above,0 to 100
30e74a9876,F,113.423076923,40.6,2.0,60 and above,0 to 100
30e7a9712c,F,45.9917582418,19.9,1.0,40 to 60,0 to 100
30e900b722,M,33.5961538462,33.4,2.0,30 to 40,0 to 100
30e9e5aebc,M,24.1538461538,16.7,1.0,20 to 30,0 to 100
30ef21f3a0,M,31.3351648352,19.9,1.0,30 to 40,0 to 100
30f4a29c33,M F,113.423076923,149.6,8.0,60 and above,100 to 300
30f5d18e19,M,22.4862637363,16.7,1.0,20 to 30,0 to 100
30f607dcab,M,45.956043956,19.9,1.0,40 to 60,0 to 100
3101d7b32b,F,31.5412087912,16.7,1.0,30 to 40,0 to 100
310516bc9e,M,113.423076923,16.7,1.0,60 and above,0 to 100
31080c3a7a,M,30.3956043956,19.9,1.0,30 to 40,0 to 100
310b13f50f,F,63.8626373626,50.1,3.0,60 and above,0 to 100
3114c44085,M,23.8516483516,19.9,1.0,20 to 30,0 to 100
311779810f,F,113.423076923,16.7,1.0,60 and above,0 to 100
311ae50d0e,M,33.6840659341,59.7,3.0,30 to 40,0 to 100
311d24a6db,M,54.4368131868,16.7,1.0,40 to 60,0 to 100
311f2fe17e,M,113.423076923,23.9,1.0,60 and above,0 to 100
31201b2e9a,F,27.3186813187,23.9,1.0,20 to 30,0 to 100
31243f59f2,F,62.5604395604,41.7,2.0,60 and above,0 to 100
3126038647,,44.0137362637,23.9,1.0,40 to 60,0 to 100
3126f255a2,M,51.0164835165,59.7,3.0,40 to 60,0 to 100
3129a81cfe,F,113.423076923,16.7,1.0,60 and above,0 to 100
312dc95ed3,M,113.423076923,16.7,1.0,60 and above,0 to 100
312df5f01b,,51.3681318681,39.8,2.0,40 to 60,0 to 100
312e852598,F,34.956043956,16.7,1.0,30 to 40,0 to 100
312f2d3cc0,,50.0989010989,19.9,1.0,40 to 60,0 to 100
312ff1cc83,M,26.7307692308,19.9,1.0,20 to 30,0 to 100
31315ca414,F,27.9340659341,23.9,1.0,20 to 30,0 to 100
3131f5045c,F,44.6703296703,33.4,2.0,40 to 60,0 to 100
3134d50b54,M,33.0082417582,19.9,1.0,30 to 40,0 to 100
313505f735,F,34.6098901099,33.4,2.0,30 to 40,0 to 100
3135ea7703,M,32.5604395604,16.7,1.0,30 to 40,0 to 100
3136c0a392,F,21.5384615385,16.7,1.0,20 to 30,0 to 100
3137a566d7,,113.423076923,39.8,2.0,60 and above,0 to 100
313a983a59,,72.3653846154,23.9,1.0,60 and above,0 to 100
313ad5647d,M,25.7802197802,19.9,1.0,20 to 30,0 to 100
313fe23279,,57.1840659341,39.8,2.0,40 to 60,0 to 100
31404b9916,F,50.4093406593,33.4,2.0,40 to 60,0 to 100
314234fc5d,F,113.423076923,19.9,1.0,60 and above,0 to 100
31430fa5fa,M,113.423076923,16.7,1.0,60 and above,0 to 100
3144fa412a,M,48.9615384615,39.8,2.0,40 to 60,0 to 100
3145122151,,32.1675824176,23.9,1.0,30 to 40,0 to 100
