order_id,user_id,departement,birth,order_date,total,nb_tshirts,tshirt_price,order_year,order_month,order_day,order_hr,order_weekofyear,order_dayofweek,age,shirt_type,gender,color
TSG-1221285,1b9fa9ee90,13,1958-08-25 00:00:00,2013-02-12 19:35:00,25.0,1.0,25.0,2013,2,12,19,7,1,54.5714285714,Hoodie,,
TSG-1221288,d27b8fe973,40,1972-03-25 00:00:00,2013-12-18 01:45:00,19.9,1.0,19.9,2013,12,18,1,51,2,40.9423076923,Hoodie,,
TSG-1221289,54271c8c29,1,1956-03-14 00:00:00,2014-02-07 08:00:00,19.9,1.0,19.9,2014,2,7,8,6,4,57.0274725275,T-Shirt,F,White
TSG-1221294,4eb5d72bfd,91,1993-06-10 00:00:00,2014-04-14 19:22:00,16.7,1.0,16.7,2014,4,14,19,16,0,19.6593406593,T-Shirt,F,Black
TSG-1221298,bbf7c94e0c,17,1992-08-23 00:00:00,2013-08-12 14:34:00,16.7,1.0,16.7,2013,8,12,14,33,0,20.4587912088,T-Shirt,M,White
TSG-1221299,d58fe8ff94,44,1981-07-07 00:00:00,2013-03-12 21:26:00,23.9,1.0,23.9,2013,3,12,21,11,1,31.6263736264,T-Shirt,M,White
TSG-1221300,e5d0e2c6ad,67,1987-06-30 00:00:00,2013-12-18 23:12:00,19.9,1.0,19.9,2013,12,18,23,51,2,25.6263736264,T-Shirt,M,White
TSG-1221301,b2eed0323c,40,1995-01-01 00:00:00,2013-12-30 23:54:00,16.7,1.0,16.7,2013,12,30,23,1,0,18.0934065934,T-Shirt,M,Black
TSG-1221302,4bc6777651,14,1977-05-15 00:00:00,2013-12-18 08:21:00,23.9,1.0,23.9,2013,12,18,8,51,2,35.7857142857,T-Shirt,M,White
TSG-1221304,c501a4d303,86,1974-02-05 00:00:00,2014-08-13 23:32:00,39.8,2.0,19.9,2014,8,13,23,33,2,39.0686813187,Hoodie,,
TSG-1221306,3d3e41e7b1,,1988-09-03 00:00:00,2013-12-13 19:24:00,19.9,1.0,19.9,2013,12,13,19,50,4,24.4423076923,T-Shirt,F,Black
TSG-1221308,b25a94e15b,68,1983-11-28 00:00:00,2014-02-07 08:12:00,23.9,1.0,23.9,2014,2,7,8,6,4,29.2252747253,Hoodie,,
TSG-1221312,f5bcceb436,45,1987-10-22 00:00:00,2013-12-13 17:37:00,50.1,3.0,16.7,2013,12,13,17,50,4,25.3131868132,T-Shirt,M,Black
TSG-1221313,41c87fb0bb,35,1970-05-12 00:00:00,2013-12-12 19:30:00,25.0,1.0,25.0,2013,12,12,19,50,3,42.8186813187,Hoodie,,
TSG-1221323,f1faa767b3,69,1970-01-09 00:00:00,2013-02-12 18:33:00,19.9,1.0,19.9,2013,2,12,18,7,1,43.1565934066,T-Shirt,M,Black
TSG-1221327,3ee22c9e2c,87,1984-09-28 00:00:00,2014-12-03 12:31:00,23.9,1.0,23.9,2014,12,3,12,49,2,28.3873626374,Tennis Shirt,,
TSG-1221330,d3b1c9db6e,80,1951-10-25 00:00:00,2014-03-31 17:09:00,32.0,1.0,32.0,2014,3,31,17,14,0,61.4285714286,Hoodie,,
TSG-1221332,9ebc3ba457,58,1899-12-30 00:00:00,2014-04-17 14:12:00,23.9,1.0,23.9,2014,4,17,14,16,3,113.423076923,T-Shirt,M,White
TSG-1221333,528feea665,35,1958-07-31 00:00:00,2013-01-12 14:21:00,23.9,1.0,23.9,2013,1,12,14,2,5,54.6401098901,Hoodie,,
TSG-1221334,5b421ac473,68,1984-01-07 00:00:00,2014-12-09 19:56:00,16.7,1.0,16.7,2014,12,9,19,50,1,29.1153846154,T-Shirt,M,White
TSG-1221336,41ebe383f3,59,1899-12-30 00:00:00,2013-12-21 14:05:00,39.8,2.0,19.9,2013,12,21,14,51,5,113.423076923,Hoodie,,
TSG-1221337,48f3d6fe07,7,1957-10-02 00:00:00,2014-10-03 15:07:00,16.7,1.0,16.7,2014,10,3,15,40,4,55.4697802198,T-Shirt,M,White
TSG-1221340,285e98bfab,75,1982-08-11 00:00:00,2013-12-17 17:33:00,16.7,1.0,16.7,2013,12,17,17,51,1,30.5274725275,T-Shirt,M,Black
TSG-1221344,5936a45919,25,1988-05-20 00:00:00,2014-02-11 14:15:00,16.7,1.0,16.7,2014,2,11,14,7,1,24.7335164835,T-Shirt,F,White
TSG-1221345,8714079817,70,1980-03-13 00:00:00,2014-10-07 10:15:00,19.9,1.0,19.9,2014,10,7,10,41,1,32.9478021978,T-Shirt,F,Black
TSG-1221353,7b5b23f4aa,95,1945-02-04 00:00:00,2013-10-12 02:39:00,59.7,3.0,19.9,2013,10,12,2,41,5,68.1703296703,Hoodie,,
TSG-1221358,327e62f887,75,1985-11-17 00:00:00,2014-03-05 14:42:00,19.9,1.0,19.9,2014,3,5,14,10,2,27.2472527473,T-Shirt,M,Black
TSG-1221361,cb480e3778,63,1956-11-17 00:00:00,2014-06-07 15:01:00,25.0,1.0,25.0,2014,6,7,15,23,5,56.3461538462,Hoodie,,
TSG-1221362,06a9a42e01,59,1977-03-29 00:00:00,2013-02-12 17:16:00,19.9,1.0,19.9,2013,2,12,17,7,1,35.9148351648,T-Shirt,F,Black
TSG-1221364,018a3d9279,42,1981-06-02 00:00:00,2013-10-12 13:11:00,23.9,1.0,23.9,2013,10,12,13,41,5,31.7225274725,Hoodie,,
TSG-1221369,1203cc0bea,85,1971-03-30 00:00:00,2013-10-12 07:03:00,25.0,1.0,25.0,2013,10,12,7,41,5,41.9340659341,Hoodie,,
TSG-1221373,2144907553,89,1959-02-24 00:00:00,2013-12-18 13:06:00,19.9,1.0,19.9,2013,12,18,13,51,2,54.0686813187,T-Shirt,M,White
TSG-1221375,aa559a6387,73,1971-01-21 00:00:00,2014-09-23 07:31:00,16.7,1.0,16.7,2014,9,23,7,39,1,42.1208791209,T-Shirt,M,Black
TSG-1221382,c45eee0904,64,1968-01-07 00:00:00,2013-03-12 12:09:00,16.7,1.0,16.7,2013,3,12,12,11,1,45.1703296703,T-Shirt,F,White
TSG-1221391,476c4382cc,91,1899-12-30 00:00:00,2013-12-17 16:39:00,19.9,1.0,19.9,2013,12,17,16,51,1,113.423076923,T-Shirt,M,Black
TSG-1221402,7898a12821,28,1991-04-08 00:00:00,2014-01-22 11:32:00,75.0,3.0,25.0,2014,1,22,11,4,2,21.8406593407,Hoodie,,
TSG-1221403,4af1c12885,6,1967-07-09 00:00:00,2014-11-06 13:12:00,23.9,1.0,23.9,2014,11,6,13,45,3,45.6703296703,T-Shirt,M,White
TSG-1221407,8bf96d3e7e,80,1962-12-07 00:00:00,2014-05-08 21:13:00,19.9,1.0,19.9,2014,5,8,21,19,3,50.271978022,T-Shirt,F,Black
TSG-1221408,9d463ae6c5,41,1985-11-11 00:00:00,2014-05-28 22:36:00,16.7,1.0,16.7,2014,5,28,22,22,2,27.2637362637,T-Shirt,M,Black
TSG-1221415,d07b488e0c,13,1960-12-16 00:00:00,2014-08-24 13:36:00,47.8,2.0,23.9,2014,8,24,13,34,6,52.2527472527,T-Shirt,M,White
TSG-1221416,0763a9da1c,78,1975-09-14 00:00:00,2014-06-15 21:31:00,75.0,3.0,25.0,2014,6,15,21,24,6,37.4587912088,Hoodie,,
TSG-1221422,97e5edd6f2,76,1978-02-17 00:00:00,2014-04-03 01:15:00,16.7,1.0,16.7,2014,4,3,1,14,3,35.021978022,T-Shirt,F,Black
TSG-1221423,e533443d42,51,1988-12-22 00:00:00,2013-11-12 16:59:00,16.7,1.0,16.7,2013,11,12,16,46,1,24.1401098901,T-Shirt,M,Black
TSG-1221424,13aad2c31a,75,1988-07-24 00:00:00,2014-03-21 22:11:00,16.7,1.0,16.7,2014,3,21,22,12,4,24.5549450549,T-Shirt,M,Black
TSG-1221425,485d27b62d,34,1899-12-30 00:00:00,2014-10-09 12:03:00,16.7,1.0,16.7,2014,10,9,12,41,3,113.423076923,T-Shirt,F,Black
TSG-1221426,dbcfb62d0f,91,1982-02-01 00:00:00,2013-12-19 15:37:00,33.4,2.0,16.7,2013,12,19,15,51,3,31.0521978022,T-Shirt,F,Black
TSG-1221427,d8a0587fdc,68,1991-12-06 00:00:00,2013-06-12 01:20:00,16.7,1.0,16.7,2013,6,12,1,24,2,21.1758241758,T-Shirt,M,Black
TSG-1221428,3733a88470,35,1986-01-28 00:00:00,2013-11-29 14:29:00,16.7,1.0,16.7,2013,11,29,14,48,4,27.0494505495,T-Shirt,M,Black
TSG-1221430,1dd7c1b684,95,1899-12-30 00:00:00,2013-11-12 23:40:00,59.7,3.0,19.9,2013,11,12,23,46,1,113.423076923,Hoodie,,
TSG-1221432,4ea8365f21,1,1899-12-30 00:00:00,2014-08-05 19:45:00,23.9,1.0,23.9,2014,8,5,19,32,1,113.423076923,Hoodie,,
TSG-1221433,983419c61a,46,1995-06-23 00:00:00,2014-08-14 18:35:00,19.9,1.0,19.9,2014,8,14,18,33,3,17.6181318681,T-Shirt,M,Black
TSG-1221434,181da63b9a,54,1980-07-10 00:00:00,2014-05-19 18:36:00,33.4,2.0,16.7,2014,5,19,18,21,0,32.6208791209,T-Shirt,F,Black
TSG-1221437,3f1e7b0c14,6,1899-12-30 00:00:00,2014-11-05 09:57:00,19.9,1.0,19.9,2014,11,5,9,45,2,113.423076923,T-Shirt,M,White
TSG-1221440,c3940a0495,1,1899-12-30 00:00:00,2013-12-25 10:45:00,19.9,1.0,19.9,2013,12,25,10,52,2,113.423076923,T-Shirt,M,White
TSG-1221442,356f93a3ca,7,1987-03-03 00:00:00,2013-12-14 21:58:00,19.9,1.0,19.9,2013,12,14,21,50,5,25.9532967033,T-Shirt,M,White
TSG-1221443,18494abd6b,81,1899-12-30 00:00:00,2014-09-15 10:05:00,23.9,1.0,23.9,2014,9,15,10,38,0,113.423076923,Tennis Shirt,,
TSG-1221445,afb83280b7,43,1977-02-11 00:00:00,2013-06-12 19:41:00,59.7,3.0,19.9,2013,6,12,19,24,2,36.0412087912,T-Shirt,M,White
TSG-1221455,48b0e6b231,22,1980-06-27 00:00:00,2013-12-16 18:50:00,19.9,1.0,19.9,2013,12,16,18,51,0,32.6565934066,T-Shirt,M,White
TSG-1221458,50bb949c88,89,1986-09-21 00:00:00,2013-05-12 18:44:00,16.7,1.0,16.7,2013,5,12,18,19,6,26.4010989011,T-Shirt,M,Black
TSG-1221461,e9398dfd50,78,1976-07-24 00:00:00,2013-12-15 10:55:00,19.9,1.0,19.9,2013,12,15,10,50,6,36.5961538462,T-Shirt,F,Black
TSG-1221465,b97f5cd4bb,974,1987-07-24 00:00:00,2014-08-19 19:28:00,19.9,1.0,19.9,2014,8,19,19,34,1,25.5604395604,T-Shirt,M,White
TSG-1221470,9b2c1c9568,10,1991-07-03 00:00:00,2014-10-17 20:25:00,23.9,1.0,23.9,2014,10,17,20,42,4,21.6043956044,Hoodie,,
TSG-1221472,c39b0c786a,59,1977-10-12 00:00:00,2013-12-12 14:02:00,25.0,1.0,25.0,2013,12,12,14,50,3,35.3736263736,T-Shirt,M,White
TSG-1221474,6a1cb9450a,1,1899-12-30 00:00:00,2013-11-12 23:01:00,19.9,1.0,19.9,2013,11,12,23,46,1,113.423076923,T-Shirt,M,White
TSG-1221479,4f8d8d593a,64,1980-11-06 00:00:00,2014-06-13 09:53:00,16.7,1.0,16.7,2014,6,13,9,24,4,32.293956044,T-Shirt,F,White
TSG-1221486,9550ae9d8b,95,1982-11-09 00:00:00,2014-06-13 12:45:00,19.9,1.0,19.9,2014,6,13,12,24,4,30.2802197802,T-Shirt,M,White
TSG-1221495,0d864398cd,31,1982-08-25 00:00:00,2013-11-29 15:44:00,19.9,1.0,19.9,2013,11,29,15,48,4,30.489010989,T-Shirt,M,White
TSG-1221496,4414c5edd3,10,1983-10-01 00:00:00,2013-12-14 21:48:00,33.4,2.0,16.7,2013,12,14,21,50,5,29.3846153846,T-Shirt,F,White
TSG-1221499,076180b363,78,1899-12-30 00:00:00,2014-05-16 10:52:00,16.7,1.0,16.7,2014,5,16,10,20,4,113.423076923,T-Shirt,F,Black
TSG-1221502,7a679eca43,91,1991-11-15 00:00:00,2013-12-15 12:53:00,19.9,1.0,19.9,2013,12,15,12,50,6,21.2335164835,T-Shirt,M,White
TSG-1221505,a34623fabf,59,1988-01-27 00:00:00,2013-12-30 22:56:00,33.4,2.0,16.7,2013,12,30,22,1,0,25.0467032967,T-Shirt,M,Black
TSG-1221506,edba72b60a,92,1974-09-04 00:00:00,2014-01-10 18:09:00,23.9,1.0,23.9,2014,1,10,18,2,4,38.489010989,T-Shirt,M,Black
TSG-1221507,f82cbe9694,33,1984-04-06 00:00:00,2014-05-21 11:09:00,16.7,1.0,16.7,2014,5,21,11,21,2,28.8681318681,T-Shirt,M,Black
TSG-1221513,d239d595dd,75,1899-12-30 00:00:00,2014-05-02 14:59:00,16.7,1.0,16.7,2014,5,2,14,18,4,113.423076923,T-Shirt,F,Black
TSG-1221520,d14fdd0ffb,91,1899-12-30 00:00:00,2013-12-13 20:55:00,25.0,1.0,25.0,2013,12,13,20,50,4,113.423076923,Hoodie,,
TSG-1221522,2eff98f22b,43,1966-02-10 00:00:00,2013-05-12 22:15:00,16.7,1.0,16.7,2013,5,12,22,19,6,47.0824175824,T-Shirt,M,White
TSG-1221525,c766cfbfe2,29,1899-12-30 00:00:00,2013-05-12 16:39:00,50.1,3.0,16.7,2013,5,12,16,19,6,113.423076923,T-Shirt,M,Black
TSG-1221526,bff5f6e26a,38,1959-04-11 00:00:00,2013-02-12 19:44:00,16.7,1.0,16.7,2013,2,12,19,7,1,53.9423076923,T-Shirt,M,Black
TSG-1221528,5f9defb605,33,1977-04-06 00:00:00,2013-12-14 11:10:00,16.7,1.0,16.7,2013,12,14,11,50,5,35.8928571429,T-Shirt,M,Black
TSG-1221529,0353267fd1,84,1952-06-01 00:00:00,2013-12-15 16:02:00,23.9,1.0,23.9,2013,12,15,16,50,6,60.8241758242,Hoodie,,
TSG-1221530,34977ac2a1,31,1986-08-12 00:00:00,2014-05-08 18:36:00,16.7,1.0,16.7,2014,5,8,18,19,3,26.510989011,T-Shirt,F,Black
TSG-1221533,7df0cfe2fc,76,1969-05-03 00:00:00,2014-06-18 09:49:00,19.9,1.0,19.9,2014,6,18,9,25,2,43.8461538462,Hoodie,,
TSG-1221534,ca36b1c10b,94,1990-07-12 00:00:00,2013-11-12 21:46:00,50.1,3.0,16.7,2013,11,12,21,46,1,22.5824175824,T-Shirt,M,White
TSG-1221541,1721fe9746,77,1966-10-19 00:00:00,2014-05-08 21:45:00,23.9,1.0,23.9,2014,5,8,21,19,3,46.3928571429,T-Shirt,F,White
TSG-1221547,2c7324f8a2,70,1973-11-24 00:00:00,2014-08-19 21:44:00,16.7,1.0,16.7,2014,8,19,21,34,1,39.2692307692,T-Shirt,F,White
TSG-1221551,833e01fe66,31,1966-09-24 00:00:00,2013-02-12 20:32:00,99.5,5.0,19.9,2013,2,12,20,7,1,46.4615384615,T-Shirt,M,White
TSG-1221556,891e4a6abe,67,1968-07-27 00:00:00,2013-12-12 16:41:00,47.8,2.0,23.9,2013,12,12,16,50,3,44.6153846154,Hoodie,,
TSG-1221559,9e23dfe3e1,93,1956-04-23 00:00:00,2014-12-05 19:52:00,16.7,1.0,16.7,2014,12,5,19,49,4,56.9175824176,T-Shirt,F,Black
TSG-1221561,c2bd13a34e,10,1979-06-20 00:00:00,2013-11-30 22:04:00,23.9,1.0,23.9,2013,11,30,22,48,5,33.6813186813,T-Shirt,M,White
TSG-1221563,edd9f802e7,72,1899-12-30 00:00:00,2013-12-13 20:36:00,19.9,1.0,19.9,2013,12,13,20,50,4,113.423076923,T-Shirt,M,Black
TSG-1221564,8caaaaa190,33,1956-11-10 00:00:00,2013-12-15 20:12:00,23.9,1.0,23.9,2013,12,15,20,50,6,56.3653846154,Hoodie,,
TSG-1221566,c5c811cc22,63,1987-11-10 00:00:00,2014-03-15 21:31:00,16.7,1.0,16.7,2014,3,15,21,11,5,25.260989011,T-Shirt,F,Black
TSG-1221572,3b520b6bd3,72,1979-05-13 00:00:00,2013-12-13 23:19:00,50.1,3.0,16.7,2013,12,13,23,50,4,33.7857142857,T-Shirt,M,Black
TSG-1221577,b182451f8d,52,1979-09-18 00:00:00,2013-05-12 21:34:00,64.0,2.0,32.0,2013,5,12,21,19,6,33.4340659341,Hoodie,,
TSG-1221581,b2f9c7c774,32,1899-12-30 00:00:00,2014-02-16 17:17:00,16.7,1.0,16.7,2014,2,16,17,7,6,113.423076923,T-Shirt,F,Black
TSG-1221582,93aa93247b,34,1990-09-22 00:00:00,2013-01-12 21:57:00,33.4,2.0,16.7,2013,1,12,21,2,5,22.3846153846,T-Shirt,M,Black
TSG-1221588,c4c7b334d2,59,1953-12-13 00:00:00,2014-07-07 12:33:00,39.8,2.0,19.9,2014,7,7,12,28,0,59.2857142857,T-Shirt,F,White
TSG-1221591,89dd6b6b1f,75,1991-04-18 00:00:00,2014-01-23 14:46:00,16.7,1.0,16.7,2014,1,23,14,4,3,21.8131868132,T-Shirt,F,White
TSG-1221592,3ec6722473,65,1966-03-25 00:00:00,2013-12-17 21:33:00,16.7,1.0,16.7,2013,12,17,21,51,1,46.9642857143,T-Shirt,F,White
TSG-1221595,d6c83dc70e,92,1968-04-20 00:00:00,2014-09-08 15:28:00,33.4,2.0,16.7,2014,9,8,15,37,0,44.8846153846,T-Shirt,F,Black
TSG-1221597,b18aed4da5,45,1988-06-05 00:00:00,2013-03-12 12:32:00,19.9,1.0,19.9,2013,3,12,12,11,1,24.6895604396,T-Shirt,M,Black
TSG-1221598,41c1ae008a,87,1954-11-15 00:00:00,2013-06-12 18:49:00,19.9,1.0,19.9,2013,6,12,18,24,2,58.3598901099,T-Shirt,F,Black
TSG-1221602,1d49672a96,78,1987-03-24 00:00:00,2014-04-17 11:58:00,25.0,1.0,25.0,2014,4,17,11,16,3,25.8956043956,Tennis Shirt,,
TSG-1221603,553ffb090d,69,1959-06-16 00:00:00,2013-06-12 19:24:00,23.9,1.0,23.9,2013,6,12,19,24,2,53.760989011,Tennis Shirt,,
TSG-1221605,592d3b1c4e,31,1992-04-11 00:00:00,2014-07-07 16:47:00,16.7,1.0,16.7,2014,7,7,16,28,0,20.8269230769,T-Shirt,M,Black
TSG-1221607,b14470ecab,50,1899-12-30 00:00:00,2014-05-16 15:04:00,19.9,1.0,19.9,2014,5,16,15,20,4,113.423076923,T-Shirt,F,White
TSG-1221608,999a91685e,37,1964-04-04 00:00:00,2013-01-12 10:08:00,79.6,4.0,19.9,2013,1,12,10,2,5,48.9423076923,Hoodie,,
TSG-1221610,0b1c6b5781,6,1899-12-30 00:00:00,2014-11-08 11:51:00,19.9,1.0,19.9,2014,11,8,11,45,5,113.423076923,T-Shirt,F,White
TSG-1221612,9acecf415b,72,1899-12-30 00:00:00,2014-07-30 23:28:00,16.7,1.0,16.7,2014,7,30,23,31,2,113.423076923,T-Shirt,M,Black
TSG-1221615,02e32aef7e,75,1979-03-13 00:00:00,2013-12-24 18:07:00,16.7,1.0,16.7,2013,12,24,18,52,1,33.9532967033,T-Shirt,M,Black
TSG-1221617,8357df6479,60,1954-09-03 00:00:00,2014-04-07 03:26:00,16.7,1.0,16.7,2014,4,7,3,15,0,58.5604395604,T-Shirt,F,White
TSG-1221629,163bb8e564,76,1984-12-28 00:00:00,2013-06-12 15:02:00,19.9,1.0,19.9,2013,6,12,15,24,2,28.1373626374,T-Shirt,M,Black
TSG-1221630,729f94a95e,60,1984-11-24 00:00:00,2014-10-06 14:43:00,16.7,1.0,16.7,2014,10,6,14,41,0,28.2307692308,T-Shirt,F,Black
TSG-1221634,338a09684e,13,1986-10-15 00:00:00,2013-12-20 17:24:00,16.7,1.0,16.7,2013,12,20,17,51,4,26.3351648352,T-Shirt,M,White
TSG-1221639,87555a4700,33,1976-09-13 00:00:00,2013-12-14 10:55:00,33.4,2.0,16.7,2013,12,14,10,50,5,36.456043956,T-Shirt,F,White
TSG-1221643,9bd8e99ade,68,1986-12-12 00:00:00,2013-12-19 11:29:00,19.9,1.0,19.9,2013,12,19,11,51,3,26.1758241758,T-Shirt,M,White
TSG-1221645,f5b096fe7e,60,1972-07-09 00:00:00,2014-05-15 19:28:00,16.7,1.0,16.7,2014,5,15,19,20,3,40.6510989011,T-Shirt,F,White
TSG-1221648,5689368c5b,69,1967-10-01 00:00:00,2013-03-12 14:17:00,23.9,1.0,23.9,2013,3,12,14,11,1,45.4395604396,T-Shirt,F,Black
TSG-1221655,ffb5db793d,17,1991-06-04 00:00:00,2013-12-12 13:29:00,19.9,1.0,19.9,2013,12,12,13,50,3,21.6840659341,T-Shirt,M,White
TSG-1221658,8b728e9c3e,38,1979-05-14 00:00:00,2014-06-17 12:55:00,19.9,1.0,19.9,2014,6,17,12,25,1,33.782967033,T-Shirt,M,White
TSG-1221659,b1db69df0e,27,1899-12-30 00:00:00,2014-05-26 14:38:00,23.9,1.0,23.9,2014,5,26,14,22,0,113.423076923,Hoodie,,
TSG-1221667,fc84c51ffb,55,1981-10-30 00:00:00,2014-08-02 20:47:00,16.7,1.0,16.7,2014,8,2,20,31,5,31.3104395604,T-Shirt,M,Black
TSG-1221668,a038fed8fa,29,1949-06-13 00:00:00,2014-08-03 13:12:00,19.9,1.0,19.9,2014,8,3,13,31,6,63.8021978022,Hoodie,,
TSG-1221670,9ad3869aa8,95,1980-03-06 00:00:00,2014-07-19 23:16:00,66.8,4.0,16.7,2014,7,19,23,29,5,32.967032967,T-Shirt,M,Black
TSG-1221674,5f61c210b8,67,1899-12-30 00:00:00,2013-09-12 22:00:00,23.9,1.0,23.9,2013,9,12,22,37,3,113.423076923,Tennis Shirt,,
TSG-1221677,5e9af4e228,67,1989-01-24 00:00:00,2013-06-12 14:48:00,25.0,1.0,25.0,2013,6,12,14,24,2,24.0494505495,Tennis Shirt,,
TSG-1221678,9cf47ab506,69,1993-09-26 00:00:00,2013-12-16 09:51:00,16.7,1.0,16.7,2013,12,16,9,51,0,19.3626373626,T-Shirt,M,Black
TSG-1221679,fdab4fd352,6,1978-05-28 00:00:00,2014-07-26 10:00:00,32.0,1.0,32.0,2014,7,26,10,30,5,34.7472527473,Hoodie,,
TSG-1221687,4077f5a16e,69,1949-04-14 00:00:00,2014-05-02 16:57:00,25.0,1.0,25.0,2014,5,2,16,18,4,63.967032967,Hoodie,,
TSG-1221689,88f256c7d5,80,1986-10-11 00:00:00,2014-05-23 14:38:00,23.9,1.0,23.9,2014,5,23,14,21,4,26.3461538462,T-Shirt,M,White
TSG-1221690,2b77cd077e,57,1952-06-02 00:00:00,2013-12-19 16:15:00,25.0,1.0,25.0,2013,12,19,16,51,3,60.8214285714,Tennis Shirt,,
TSG-1221695,284071707,78,1979-05-18 00:00:00,2014-05-24 16:13:00,19.9,1.0,19.9,2014,5,24,16,21,5,33.771978022,T-Shirt,F,Black
TSG-1221696,a237dc82f0,18,1983-09-16 00:00:00,2013-12-15 10:25:00,16.7,1.0,16.7,2013,12,15,10,50,6,29.4258241758,T-Shirt,M,Black
TSG-1221697,8872a6df40,4,1989-05-18 00:00:00,2014-08-26 20:01:00,16.7,1.0,16.7,2014,8,26,20,35,1,23.7362637363,T-Shirt,F,White
TSG-1221700,3bb83e832a,37,1985-10-12 00:00:00,2014-02-17 17:46:00,32.0,1.0,32.0,2014,2,17,17,8,0,27.3461538462,Hoodie,,
TSG-1221707,cebbaccf90,69,1989-09-15 00:00:00,2014-01-19 19:05:00,16.7,1.0,16.7,2014,1,19,19,3,6,23.4065934066,T-Shirt,M,White
TSG-1221708,871d013a0d,43,1993-12-22 00:00:00,2014-06-21 17:32:00,19.9,1.0,19.9,2014,6,21,17,25,5,19.1236263736,T-Shirt,M,White
TSG-1221718,a6a510421f,92,1899-12-30 00:00:00,2014-07-27 08:35:00,19.9,1.0,19.9,2014,7,27,8,30,6,113.423076923,T-Shirt,M,Black
TSG-1221719,da0311c410,44,1975-04-25 00:00:00,2013-12-24 08:37:00,16.7,1.0,16.7,2013,12,24,8,52,1,37.8489010989,T-Shirt,M,Black
TSG-1221724,b1688980dd,24,1972-04-28 00:00:00,2013-12-20 14:04:00,23.9,1.0,23.9,2013,12,20,14,51,4,40.8489010989,Tennis Shirt,,
TSG-1221731,93f59e7a83,13,1899-12-30 00:00:00,2013-09-12 15:40:00,16.7,1.0,16.7,2013,9,12,15,37,3,113.423076923,T-Shirt,M,Black
TSG-1221737,077a2e4b5c,57,1980-10-10 00:00:00,2013-04-12 18:56:00,19.9,1.0,19.9,2013,4,12,18,15,4,32.3681318681,Hoodie,,
TSG-1221744,c4572c279f,78,1991-01-14 00:00:00,2013-06-12 13:25:00,33.4,2.0,16.7,2013,6,12,13,24,2,22.0714285714,T-Shirt,M,White
TSG-1221753,a7ebab662f,29,1899-12-30 00:00:00,2014-07-01 10:54:00,19.9,1.0,19.9,2014,7,1,10,27,1,113.423076923,T-Shirt,M,White
TSG-1221756,7cad24a5b0,6,1971-12-09 00:00:00,2014-04-08 12:54:00,19.9,1.0,19.9,2014,4,8,12,15,1,41.2362637363,T-Shirt,M,White
TSG-1221758,d38c12db7b,59,1960-01-19 00:00:00,2014-05-16 20:24:00,25.0,1.0,25.0,2014,5,16,20,20,4,53.1648351648,Hoodie,,
TSG-1221762,8afc37a7fc,75,1899-12-30 00:00:00,2014-03-16 21:28:00,23.9,1.0,23.9,2014,3,16,21,11,6,113.423076923,Tennis Shirt,,
TSG-1221767,522fd741b2,83,1965-11-04 00:00:00,2013-12-17 16:45:00,19.9,1.0,19.9,2013,12,17,16,51,1,47.3516483516,T-Shirt,F,Black
TSG-1221769,c6808ac441,95,1899-12-30 00:00:00,2014-04-14 18:36:00,71.7,3.0,23.9,2014,4,14,18,16,0,113.423076923,Hoodie,,
TSG-1221770,5774ee3d46,74,1971-11-11 00:00:00,2013-09-12 07:17:00,25.0,1.0,25.0,2013,9,12,7,37,3,41.3131868132,Hoodie,,
TSG-1221771,d0cf70f137,78,1983-03-05 00:00:00,2014-07-19 11:48:00,19.9,1.0,19.9,2014,7,19,11,29,5,29.9615384615,T-Shirt,M,White
TSG-1221777,129088881f,69,1968-05-06 00:00:00,2014-05-22 19:16:00,16.7,1.0,16.7,2014,5,22,19,21,3,44.8406593407,T-Shirt,M,Black
TSG-1221780,a5c38838ea,70,1977-05-20 00:00:00,2014-01-16 18:51:00,25.0,1.0,25.0,2014,1,16,18,3,3,35.771978022,Hoodie,,
TSG-1221782,4331a2264e,45,1899-12-30 00:00:00,2013-06-12 13:48:00,50.1,3.0,16.7,2013,6,12,13,24,2,113.423076923,T-Shirt,M,White
TSG-1221785,9423b089e0,34,1974-01-12 00:00:00,2013-08-12 11:39:00,25.0,1.0,25.0,2013,8,12,11,33,0,39.1346153846,Hoodie,,
TSG-1221788,e2f633abb1,81,1988-08-10 00:00:00,2013-11-12 18:46:00,19.9,1.0,19.9,2013,11,12,18,46,1,24.5082417582,Hoodie,,
TSG-1221789,bfc0c581e2,84,1979-02-06 00:00:00,2013-05-12 10:16:00,19.9,1.0,19.9,2013,5,12,10,19,6,34.0494505495,Hoodie,,
TSG-1221790,4643acd9d9,89,1959-07-25 00:00:00,2013-08-12 22:22:00,23.9,1.0,23.9,2013,8,12,22,33,0,53.6538461538,T-Shirt,M,White
TSG-1221797,14df146673,77,1980-03-01 00:00:00,2014-02-13 11:42:00,33.4,2.0,16.7,2014,2,13,11,7,3,32.9807692308,T-Shirt,M,Black
TSG-1221798,a2e51338fa,78,1969-11-24 00:00:00,2014-03-27 16:12:00,19.9,1.0,19.9,2014,3,27,16,13,3,43.282967033,T-Shirt,M,Black
TSG-1221799,d5f0968659,43,1979-11-19 00:00:00,2014-05-22 12:39:00,25.0,1.0,25.0,2014,5,22,12,21,3,33.2637362637,Tennis Shirt,,
